K, Recall
1, 0.034482758620689655
1, 0.034482758620689655
2, 0.034482758620689655
3, 0.06896551724137931
4, 0.10344827586206896
5, 0.10344827586206896
6, 0.10344827586206896
7, 0.10344827586206896
8, 0.13793103448275862
9, 0.13793103448275862
10, 0.13793103448275862
11, 0.13793103448275862
12, 0.13793103448275862
13, 0.13793103448275862
14, 0.13793103448275862
15, 0.13793103448275862
16, 0.13793103448275862
17, 0.13793103448275862
18, 0.13793103448275862
19, 0.13793103448275862
20, 0.13793103448275862
21, 0.13793103448275862
22, 0.1724137931034483
23, 0.1724137931034483
24, 0.1724137931034483
25, 0.1724137931034483
26, 0.1724137931034483
27, 0.1724137931034483
28, 0.1724137931034483
29, 0.1724137931034483
30, 0.1724137931034483
31, 0.1724137931034483
32, 0.1724137931034483
33, 0.1724137931034483
34, 0.1724137931034483
35, 0.1724137931034483
36, 0.1724137931034483
37, 0.1724137931034483
38, 0.1724137931034483
39, 0.1724137931034483
40, 0.1724137931034483
41, 0.1724137931034483
42, 0.1724137931034483
43, 0.1724137931034483
44, 0.1724137931034483
45, 0.1724137931034483
46, 0.1724137931034483
47, 0.1724137931034483
48, 0.1724137931034483
49, 0.1724137931034483
50, 0.1724137931034483
51, 0.1724137931034483
52, 0.1724137931034483
53, 0.1724137931034483
54, 0.1724137931034483
55, 0.1724137931034483
56, 0.1724137931034483
57, 0.1724137931034483
58, 0.1724137931034483
59, 0.1724137931034483
60, 0.1724137931034483
61, 0.1724137931034483
62, 0.1724137931034483
63, 0.1724137931034483
64, 0.1724137931034483
65, 0.1724137931034483
66, 0.1724137931034483
67, 0.1724137931034483
68, 0.1724137931034483
69, 0.1724137931034483
70, 0.1724137931034483
71, 0.1724137931034483
72, 0.1724137931034483
73, 0.1724137931034483
74, 0.1724137931034483
75, 0.1724137931034483
76, 0.1724137931034483
77, 0.1724137931034483
78, 0.1724137931034483
79, 0.1724137931034483
80, 0.1724137931034483
81, 0.1724137931034483
82, 0.1724137931034483
83, 0.1724137931034483
84, 0.1724137931034483
85, 0.1724137931034483
86, 0.1724137931034483
87, 0.1724137931034483
88, 0.1724137931034483
89, 0.1724137931034483
90, 0.1724137931034483
91, 0.1724137931034483
92, 0.1724137931034483
93, 0.1724137931034483
94, 0.1724137931034483
95, 0.1724137931034483
96, 0.1724137931034483
97, 0.1724137931034483
98, 0.1724137931034483
99, 0.1724137931034483
100, 0.1724137931034483
101, 0.1724137931034483
102, 0.1724137931034483
103, 0.1724137931034483
104, 0.1724137931034483
105, 0.1724137931034483
106, 0.1724137931034483
107, 0.1724137931034483
108, 0.1724137931034483
109, 0.1724137931034483
110, 0.1724137931034483
