K, F1Score
1, -1
1, -1
2, -1
3, -1
4, -1
5, -1
6, -1
7, 0.2
8, 0.18181818181818182
9, 0.16666666666666666
10, 0.15384615384615383
11, 0.14285714285714288
12, 0.13333333333333333
13, 0.125
14, 0.11764705882352941
15, 0.1111111111111111
16, 0.10526315789473684
17, 0.1
18, 0.09523809523809525
19, 0.09090909090909091
20, 0.08695652173913045
21, 0.08333333333333333
22, 0.08
23, 0.07692307692307691
24, 0.07407407407407407
25, 0.07142857142857142
26, 0.06896551724137931
27, 0.06666666666666667
28, 0.06451612903225806
29, 0.0625
30, 0.0606060606060606
31, 0.0588235294117647
32, 0.05714285714285714
33, 0.05555555555555555
34, 0.05405405405405406
35, 0.05263157894736842
36, 0.05128205128205128
37, 0.05
38, 0.048780487804878044
39, 0.047619047619047616
40, 0.046511627906976744
41, 0.04545454545454545
42, 0.044444444444444446
43, 0.04347826086956522
44, 0.04255319148936171
45, 0.04166666666666667
46, 0.04081632653061224
47, 0.04
48, 0.0392156862745098
49, 0.03846153846153846
50, 0.03773584905660377
51, 0.037037037037037035
52, 0.03636363636363637
53, 0.03571428571428571
54, 0.03508771929824561
55, 0.034482758620689655
56, 0.03389830508474576
57, 0.03333333333333333
58, 0.03278688524590164
59, 0.03225806451612903
60, 0.031746031746031744
61, 0.03125
62, 0.03076923076923077
63, 0.030303030303030304
64, 0.029850746268656716
65, 0.029411764705882356
66, 0.028985507246376812
67, 0.028571428571428574
68, 0.028169014084507043
69, 0.027777777777777776
70, 0.0273972602739726
71, 0.027027027027027032
72, 0.026666666666666665
73, 0.02631578947368421
74, 0.025974025974025972
75, 0.025641025641025644
76, 0.02531645569620253
77, 0.025
78, 0.024691358024691357
79, 0.024390243902439022
80, 0.024096385542168676
81, 0.023809523809523808
82, 0.023529411764705882
83, 0.023255813953488372
84, 0.022988505747126436
85, 0.022727272727272728
86, 0.02247191011235955
87, 0.022222222222222223
88, 0.02197802197802198
89, 0.021739130434782608
90, 0.021505376344086023
91, 0.02127659574468085
92, 0.021052631578947368
93, 0.020833333333333336
94, 0.020618556701030927
95, 0.020408163265306124
96, 0.0202020202020202
97, 0.02
98, 0.0198019801980198
99, 0.019607843137254905
100, 0.019417475728155338
101, 0.019230769230769232
102, 0.019047619047619046
103, 0.018867924528301886
104, 0.018691588785046728
105, 0.018518518518518517
106, 0.01834862385321101
107, 0.01818181818181818
108, 0.018018018018018018
109, 0.01785714285714286
110, 0.017699115044247787
111, 0.017543859649122806
112, 0.017391304347826087
113, 0.017241379310344827
114, 0.017094017094017096
115, 0.01694915254237288
116, 0.01680672268907563
117, 0.016666666666666666
118, 0.01652892561983471
119, 0.016393442622950817
120, 0.016260162601626015
121, 0.016129032258064516
122, 0.016
123, 0.015873015873015876
124, 0.015748031496062992
125, 0.015625
126, 0.015503875968992246
127, 0.015384615384615385
128, 0.015267175572519083
129, 0.01515151515151515
130, 0.015037593984962405
131, 0.014925373134328356
132, 0.014814814814814815
133, 0.014705882352941176
134, 0.014598540145985401
135, 0.014492753623188406
136, 0.014388489208633096
137, 0.014285714285714285
138, 0.014184397163120569
139, 0.01408450704225352
140, 0.013986013986013986
