"playlist","tempo","energy","speechiness","acousticness","danceability","valence","instrumentalness"
"cad9eb13e8d516f6054568ac3db71d09",117.771447483958,0.472471373427896,0.0738088716987504,0.558627081525167,0.544961515704154,0.539278866734211,0.090988245643816
"5e0288d7604b38e68df78175b4b78657",114.483517241379,0.2644233,0.0559959862068966,0.82780124137931,0.389706379310345,0.282173006896552,0.449079655862069
"2b21d9d8f81c6e564c84ef0bfa94aa5c",119.242762214984,0.340280453420195,0.0567868348534202,0.735984967947883,0.502008667752443,0.482655355374593,0.301740928150123
"6a77ca0b1f4a2fb1b9da18833245387d",120.617522600086,0.62196348971158,0.0551353941455015,0.327407556848459,0.545189723547137,0.563546330305639,0.0673734909550992
"6d0f7b5a6f1e0d52c5bf725ad6db7c33",117.15696969697,0.516785515151515,0.0506528545454545,0.628399466666667,0.519375757575757,0.572634,0.0608295498881409
"db9d67b25c32d8e229de8d3577a924d1",116.56641509434,0.501815638679245,0.0385781481132075,0.426443251820755,0.551168047169811,0.411269889622641,0.0956390045084077
"35bce01f5978d18822a6186d58816d5d",122.506708618906,0.653515805242206,0.0763675121634553,0.245175766999718,0.548983693187637,0.491288606425773,0.161595220494585
"b56ded8bf5694f884b3d832e72d9ef8d",115.301754957507,0.583915746538244,0.0791904460906516,0.288564515549632,0.64516712776204,0.618888745354108,0.0380514308369178
"1120e147467365772ddf96aa9303e478",121.260785353535,0.67748810036075,0.0729472158730159,0.203368936872688,0.603443299963925,0.537754677705628,0.104636144702391
"92830346a9c574a6b076347d67352b4f",125.230438857026,0.651806647091172,0.0491918155981155,0.231408132432693,0.499608473822204,0.487645282425236,0.0907116512334178
"b9c0a37a4a9d628b3fc01ada6d28f004",124.852901808786,0.681102646770026,0.0534827793281654,0.220937566072868,0.575363147286822,0.466294650904393,0.0293981699242761
"e079c50773fed208c6637e8275e8e757",116.0535,0.778853433333333,0.297209146666667,0.1530025689,0.689712233333333,0.573021366666667,0.00258851209682562
"3ff82534702975ed850c36becd877455",107.526524456522,0.745469576086957,0.267014670380435,0.171913951877446,0.716837820652174,0.641403771467391,0.0303732788584891
"0d45e67c8c9c7cf9f327b39a5b5475ff",122.217087912088,0.643711443894994,0.0918771160561661,0.257018427666056,0.567222141330891,0.424904838278388,0.181612977916952
"2d6945181ca1ec972e127b75aac51493",122.377946149522,0.584344294992715,0.0522638796964587,0.323345881108991,0.500779944575604,0.453191045340079,0.156602588511819
"c45c951079318796ae8f683eba75ffa8",122.768383144533,0.610047032750149,0.0586627733911786,0.291667172166554,0.526451144564955,0.4462990875472,0.197017630657931
"f10dbc3674ad3b1017ea123830ea4b4d",124.746409090909,0.714446636363636,0.0434562681818182,0.501027436363636,0.510757045454545,0.444372409090909,0.585148904045455
"65bbe4d46cd6d85b9101b3634811ae8b",129.908338729763,0.797093852972603,0.0846879802822748,0.106407848089603,0.440739042880863,0.478758687878788,0.150373397565443
"b3a89d633bb7f9098552703b0b3ecbed",127.191394736842,0.618260342105263,0.0396868421052632,0.411767435467105,0.525807855263158,0.419981840789474,0.510896985612126
"c35807e00dec6c0767259e0227bb2bd8",126.722631578947,0.738816210526316,0.0717932842105263,0.0814089011578947,0.570989315789474,0.462898610526316,0.229840507426316
"d41fdc9dd9e2869cccdf24a2690085c4",114.902704918033,0.313718673770492,0.0771233508196721,0.763162920327869,0.582425114754098,0.641269719672131,0.0677925969020161
"f12372994f246df08c1d239729876fd9",122.500618473896,0.626173346706827,0.0958991008032128,0.307991993066667,0.597121168674699,0.505436031325301,0.0291009419657013
"769aacfc9d81718c04d4da51376711d2",118.676408934708,0.681113003436426,0.0396128536082474,0.259925269632302,0.598170845360825,0.631103617182131,0.021293061361866
"0c1d1b49a55b883a914a8655654e9bf3",119.779591194969,0.420054442767296,0.0379366295597484,0.459322375056604,0.49074313836478,0.422845757861635,0.00879325201951645
"092848512fc6fe09134091bd059ae422",109.4178,0.62777492,0.141190632,0.23578604164,0.6921158,0.64522264,0.0279153933693994
"d2d1c36207022372734e79c7177d0a59",117.152121364092,0.632509347863591,0.109711515346038,0.231615656758265,0.623024916148445,0.525813676228686,0.189854772548664
"87116178a3782218d9c42a08f682708b",120.450671342685,0.677979186973948,0.0860229711422846,0.214871265012425,0.616429462925852,0.615365855511022,0.108127629499791
"056da16197e543ca86f2439c453e1b25",108.58863372093,0.675401290697674,0.0555216261627907,0.551096275872093,0.685218095930233,0.886622465116279,0.0584319935558403
"39f3b8dc750956fdc7f0b5c331c891a9",116.342609152288,0.282029254126031,0.0639601202550638,0.910640868080345,0.5975512048012,0.608407816654164,0.0939616221340347
"2f5d594431580875cb31d39b7566d74b",120.393671532847,0.688536346958637,0.0538953423357664,0.236548429468127,0.582459600973236,0.669593197810219,0.0622627306722072
"18fe80aaf21875c55e85a2d460a442ae",122.474911111111,0.7153409,0.104144583333333,0.421123946444444,0.629639611111111,0.667391422222222,0.0050708785113423
"6f284b526ce88242d994948a40d6332d",126.776754385965,0.790389798245614,0.0693847552631579,0.137310060403509,0.666530043859649,0.647173936842105,0.0154748482740052
"0d61f8370cad1d412f80b84d143e1257",120.025181585678,0.399466595652174,0.0428693260869565,0.62469757184844,0.540590194373402,0.407420865984655,0.111687174619843
"02ca840d7f54b11472444e1624531e48",118.52502529615,0.514837279057749,0.0591601824531096,0.465789589290822,0.524342944484205,0.506871725148075,0.229144239175287
"ce5d8a7ff89580f0d25fee447a426eee",121.235345454545,0.612212947454545,0.0580310763636364,0.405826982272727,0.529223472727273,0.647557981818182,0.233366762473958
"8038da89e49ac5eabb489cfc6cea9fc1",122.638447645819,0.66107218981026,0.0711391858749122,0.221699640130738,0.543118348278285,0.402474384399157,0.343906408018594
"3cbe0110ea8d441d452d94ffa9b57e6e",122.284616257501,0.610155760549918,0.0673903987888707,0.288826508421523,0.522907374195308,0.523161228576105,0.105093447147515
"5b03c8bf0af5206f834d328f873c33d2",123.528594475138,0.678687201657459,0.0689085903867403,0.223190586239978,0.474882834364641,0.425024003756906,0.23289002827222
"8775ad39952c5c060abd8e771b803323",126.649663804071,0.652305992153308,0.0559388732188295,0.252309488202128,0.503622386704835,0.499698393924936,0.105732522125561
"c2fba0e92dfa4518aff58f6489bcc126",125.846208053691,0.688804735067114,0.0544895197986577,0.189644898959497,0.459790636577181,0.429789899328859,0.250678418442645
"5be69df8360104667af5841252fcd1b9",120.729863013699,0.693254793150685,0.166715884246575,0.180799171276712,0.685894438356164,0.58699911369863,0.0883671558844304
"1430b92a76961a293db0170266a1541d",120.955291540786,0.762080084592145,0.175766650906344,0.086823962710423,0.676846632930514,0.548129198489426,0.0255812115996029
"f5cd262901883dff68d06b215fb0f28e",119.642929487179,0.617995961538462,0.0597368775641026,0.479141568141026,0.628029948717949,0.647016644871795,0.138182242666921
"1e2e540029a969c5a7a4111810ea14ce",126.533926470588,0.657686235294118,0.0671362132352941,0.398002188235294,0.568695617647059,0.452117808823529,9.26733890746346e-06
"6f3f22aef6b19e47911eba514757c933",119.302192307692,0.6955625,0.0646352423076923,0.240385069615385,0.604786038461538,0.496729696153846,5.32554500223938e-05
"a814c5a3f97d00cc0a3ae02f4f9c95c7",122.289240804904,0.656118740521988,0.0689186762526652,0.275721539589745,0.537345833335554,0.49562517146855,0.14539068002766
"d6ad34ed2fbea06a04c6e03215335355",117.332416666667,0.691499375,0.0888459958333333,0.268336825416667,0.605973875,0.502459795833333,7.17349842995726e-05
"d90ccffa01275a7a7795fb6d1274e75f",104.544666666667,0.186506284814815,0.0495623407407407,0.763530555555555,0.517185148148148,0.304386714814815,0.183876865022973
"f6f7e13948ad899106a825fca905cdfc",124.463473684211,0.778424421052632,0.189393021052632,0.0775717603578947,0.615630684210526,0.417101452631579,0.337287235707271
"a040f2d69e6578b3b279527a74b59271",122.772863354037,0.745312968944099,0.129723347826087,0.0760160725521739,0.707741900621118,0.522163582608696,0.0813597611203462
"dec6e8166d47d54b861585bea17d566d",121.8232,0.748579010526316,0.122422578947368,0.0801931887742105,0.704643431578947,0.519461811052632,0.0831512052638233
"164bc0059417a2f14bb8ef89ee768f21",125.12821686747,0.677026781606426,0.0581466365461847,0.21280957166498,0.458670417670683,0.393451863052209,0.218034763206302
"01cdc81c1e961f04b2feed3ff48ae242",117.668604166667,0.450908710208333,0.0362547895833333,0.488604498333333,0.491649979166667,0.34979660625,0.0519464392139333
"f889b9f4a9113cbb8b5e25bb93ecb8cb",119.000959254948,0.62626699008149,0.0618160938300349,0.261861160114459,0.558198208731083,0.471267273573923,0.123287860981335
"53c48f54d7afd1f1d73460f746e76bbc",81.281,0.6393595,0.09290335,0.5374377,0.5110395,0.5480635,0.38443185773
"17ec4995c29fb63de05c22a5ba9632ea",110.4347735059,0.300004738124667,0.0488975570041873,0.664294800290996,0.355420014979064,0.245421881423677,0.583249716710344
"c369842ff9be5815fdb658cd2b8bbff7",127.670599705015,0.726549646362242,0.07609772,0.154003747826389,0.47758415840708,0.40424351339233,0.0874282051662571
"3280ef70f8ca6223d37f297da96b1229",120.074453488372,0.564033509883721,0.0738148552325581,0.347828544578779,0.534158535465116,0.449153558139535,0.103832432566726
"e0835298391ba2ebea5980336d378198",116.133612903226,0.639272666129032,0.0494711830645161,0.223288948308871,0.492803685483871,0.443787780645161,0.278475044599147
"1a46ff983ddc6f00cb359075daeed089",137.124454545455,0.854476090909091,0.0507918363636364,0.00446885218181818,0.399961272727273,0.543849181818182,0.00645134604990909
"9d2e2f1c7b5d33b2c462436a1abe1f82",124.263470836855,0.668575586179205,0.0641537991546915,0.229405039251243,0.494826310312764,0.396934342265427,0.161477667823352
"13cfcbfb7684aad5dccf5bd7c54be260",122.875668316832,0.540324317821782,0.0506203787128713,0.429481561237624,0.544858787128713,0.449939846534653,0.118592825881881
"f176218494b8b825a0a741167aad8db1",120.393043936731,0.569547575746924,0.0683694316344464,0.388397343800281,0.54547853172232,0.465284163181019,0.156221719561164
"8bbab0ae4d00ad9ffee6cddaf9338584",111.760463549921,0.683677706250132,0.212212323692551,0.181524027439078,0.664334592023244,0.575521299920761,0.16977399896923
"da393494ae2c2b484e95aba662f1fafa",109.299241610738,0.152207157852349,0.0456394140939597,0.922900342281879,0.299889200671141,0.193983455704698,0.764313560402685
"060ad92489947d410d897474079c1477",124.24195412844,0.64496819266055,0.0703301972477064,0.272800220986239,0.556715330275229,0.427873931192661,0.402845789042551
"c89a7fe705316541c742038dc2c50fc0",122.058612633535,0.654152027998374,0.106756187923827,0.234428528977515,0.563179697747329,0.483187570622387,0.196235831602187
"a4ff23273cfa24ff97ae5cf144a810e4",121.478,0.679602157894737,0.0503605157894737,0.0521268887368421,0.798154947368421,0.506063,0.601561013975789
"19045f911d4dea64ec3f3da5265020b1",104.941369369369,0.727422268768769,0.307142633933934,0.18021030565015,0.705034558558559,0.666689223873874,0.0341438798347929
"93c998910d207b815fecc6be503b69c8",121.958189781022,0.711856189781022,0.048767198540146,0.140485245142263,0.549567098540146,0.488509228832117,0.247883802929046
"1d44dc60b3ca9e99ce3b2940a5eb02d2",122.126081625183,0.622686734513409,0.0602444074670571,0.290056317461827,0.492862898938507,0.491288431295754,0.136075015956976
"fd4be8c0ad07df12e10c5b69adebbfde",119.909026666667,0.638182654666667,0.053554656,0.210371265484,0.574360866666667,0.452506472,0.180521330243096
"7ad5472ad7b433b840786b65f4a2d338",122.715163522013,0.673998195597484,0.1195357,0.147222040683019,0.607422113207547,0.43343523081761,0.0768831842773641
"3970a896be6906f887555752ae23633b",103.688813148789,0.260715709480969,0.0425449564013841,0.539208505795848,0.295520378546713,0.149371789965398,0.619973643363322
"fe2dd2c580e00b959e813557d55e422f",120.306,0.696726629508197,0.0454529045901639,0.513731485245902,0.657873455737705,0.817820672131148,0.00114980611992432
"0df5fedbbf8372b667c3e190334fd2f3",113.065565217391,0.62264552173913,0.230430591304348,0.167358178382609,0.624692217391304,0.397866565217391,0.000739399627270572
"398018f2c6ebceaf48c1456b412b540e",139.650777777778,0.939419777777778,0.0833212222222222,0.0306323377777778,0.332664111111111,0.228148222222222,0.00703173320111111
"29ad5fec374adefacc37d964a7c4b3e1",116.211102040816,0.538822387755102,0.0412377836734694,0.418472627102041,0.494369020408163,0.443631871428571,0.0855892315718788
"da9c5d8f37ea9b0a2a1bef00cf35cfde",120.483509986684,0.589394462531125,0.0680848847203728,0.393156487334863,0.561043675832224,0.539523681091877,0.106749122603384
"adda677d433f03cb0aaf23a0e00c6da5",127.394939393939,0.704712297979798,0.0662857585858586,0.182627168481818,0.511354383838384,0.46123671010101,0.19566304229706
"497bbb22293c455fef1b9c068dbbcf61",112.443313953488,0.459961361627907,0.0536972593023256,0.462091868953488,0.56549888372093,0.41269511627907,0.0060818956109982
